"new_trait","TrtGeno","TrtPop","Treatment","Time","Colnum","Rownum","Col","Row","pos"
0.00260037622333755,"WD_GenoA12","WD_Panel1","WD",1,16,30,"16","30","c16r30"
0.0023934078339194,"WD_GenoA37","WD_Panel1","WD",1,16,31,"16","31","c16r31"
0.00261199629575842,"WD_GenoA29","WD_Panel1","WD",1,16,32,"16","32","c16r32"
0.00261272523137064,"WD_GenoA52","WD_Panel1","WD",1,16,33,"16","33","c16r33"
0.00152615080811412,"WD_GenoA4","WD_Panel1","WD",1,16,34,"16","34","c16r34"
0.00261413849259856,"WD_GenoA14","WD_Panel1","WD",1,16,35,"16","35","c16r35"
0.00320369595408381,"WD_GenoA46","WD_Panel1","WD",1,16,36,"16","36","c16r36"
0.00279222518835297,"WD_GenoA10","WD_Panel1","WD",1,16,37,"16","37","c16r37"
0.00279927306574241,"WD_GenoA2","WD_Panel1","WD",1,16,38,"16","38","c16r38"
0.00271153224588256,"WD_GenoA53","WD_Panel1","WD",1,16,39,"16","39","c16r39"
0.00221142738316211,"WD_GenoA50","WD_Panel1","WD",1,16,40,"16","40","c16r40"
0.00343235273163224,"WD_GenoA48","WD_Panel1","WD",1,16,41,"16","41","c16r41"
0.00257198213101682,"WD_GenoA34","WD_Panel1","WD",1,16,42,"16","42","c16r42"
0.000309221450150617,"WD_GenoA17","WD_Panel1","WD",1,16,43,"16","43","c16r43"
0.00299364987529014,"WD_GenoA28","WD_Panel1","WD",1,16,44,"16","44","c16r44"
0.0028507795219238,"WD_GenoA47","WD_Panel1","WD",1,16,45,"16","45","c16r45"
0.00177834866648877,"WD_GenoA45","WD_Panel1","WD",1,16,47,"16","47","c16r47"
0.0042607154548747,"WD_GenoA19","WD_Panel1","WD",1,16,49,"16","49","c16r49"
0.00285342401022484,"WD_GenoA6","WD_Panel1","WD",1,16,50,"16","50","c16r50"
0.00279159663381488,"WD_GenoA59","WD_Panel1","WD",1,16,51,"16","51","c16r51"
0.00294159231624335,"WD_GenoA23","WD_Panel1","WD",1,16,52,"16","52","c16r52"
0.00254017932655789,"WD_GenoA18","WD_Panel1","WD",1,16,53,"16","53","c16r53"
0.00215103537955232,"WD_GenoA41","WD_Panel1","WD",1,16,54,"16","54","c16r54"
0.00208523194760035,"WD_GenoA25","WD_Panel1","WD",1,16,55,"16","55","c16r55"
0.00305254768397235,"WD_GenoA20","WD_Panel1","WD",1,16,56,"16","56","c16r56"
0.00238316299730294,"WD_GenoA11","WD_Panel1","WD",1,16,57,"16","57","c16r57"
0.002829582676352,"WD_GenoA42","WD_Panel1","WD",1,16,58,"16","58","c16r58"
0.00379814791546487,"WD_GenoA31","WD_Panel1","WD",1,16,59,"16","59","c16r59"
0.00253265734949883,"WD_GenoA54","WD_Panel1","WD",1,16,60,"16","60","c16r60"
0.00234607457914374,"WW_GenoB12","WW_Panel2","WW",1,17,1,"17","1","c17r1"
0.00128948939407306,"WW_GenoB20","WW_Panel2","WW",1,17,2,"17","2","c17r2"
0.00162330227685618,"WW_GenoB1","WW_Panel2","WW",1,17,3,"17","3","c17r3"
0.00338951021554664,"WW_GenoB5","WW_Panel2","WW",1,17,4,"17","4","c17r4"
0.00184373586853269,"WW_GenoB30","WW_Panel2","WW",1,17,5,"17","5","c17r5"
0.00249146511332019,"WW_GenoB22","WW_Panel2","WW",1,17,6,"17","6","c17r6"
0.00263462800591663,"WW_GenoB2","WW_Panel2","WW",1,17,7,"17","7","c17r7"
0.00274893270516687,"WW_GenoB8","WW_Panel2","WW",1,17,8,"17","8","c17r8"
0.00214704662221834,"WW_GenoB18","WW_Panel2","WW",1,17,9,"17","9","c17r9"
0.00172719983610178,"WW_GenoB16","WW_Panel2","WW",1,17,10,"17","10","c17r10"
0.00348007051009516,"WW_GenoB7","WW_Panel2","WW",1,17,11,"17","11","c17r11"
0.00228565130889564,"WW_GenoB6","WW_Panel2","WW",1,17,12,"17","12","c17r12"
0.00208347105349006,"WW_GenoB9","WW_Panel2","WW",1,17,13,"17","13","c17r13"
0.00222482266388754,"WW_GenoB13","WW_Panel2","WW",1,17,14,"17","14","c17r14"
0.00243022034441146,"WW_GenoB10","WW_Panel2","WW",1,17,15,"17","15","c17r15"
0.00246757836438756,"WW_GenoB25","WW_Panel2","WW",1,17,16,"17","16","c17r16"
0.00278412311246096,"WW_GenoB24","WW_Panel2","WW",1,17,17,"17","17","c17r17"
0.00258806009391467,"WW_GenoB17","WW_Panel2","WW",1,17,18,"17","18","c17r18"
0.00284134073333085,"WW_GenoB14","WW_Panel2","WW",1,17,19,"17","19","c17r19"
0.00183161739976065,"WW_GenoB28","WW_Panel2","WW",1,17,20,"17","20","c17r20"
0.00179477965456834,"WW_GenoB11","WW_Panel2","WW",1,17,21,"17","21","c17r21"
0.00282880652843707,"WW_GenoB26","WW_Panel2","WW",1,17,22,"17","22","c17r22"
0.00258977509923051,"WW_GenoB27","WW_Panel2","WW",1,17,23,"17","23","c17r23"
0.00273756941392658,"WW_GenoB15","WW_Panel2","WW",1,17,24,"17","24","c17r24"
0.00175781822081437,"WW_GenoB4","WW_Panel2","WW",1,17,25,"17","25","c17r25"
0.00224584717233244,"WW_GenoB23","WW_Panel2","WW",1,17,26,"17","26","c17r26"
0.00217814578239237,"WW_GenoB21","WW_Panel2","WW",1,17,27,"17","27","c17r27"
0.00237229506029053,"WW_GenoB19","WW_Panel2","WW",1,17,28,"17","28","c17r28"
0.00204781779701789,"WW_GenoB29","WW_Panel2","WW",1,17,29,"17","29","c17r29"
0.00285379119937949,"WW_GenoB3","WW_Panel2","WW",1,17,30,"17","30","c17r30"
0.00199962253913718,"WD_GenoB9","WD_Panel2","WD",1,17,31,"17","31","c17r31"
0.00273839192295995,"WD_GenoB7","WD_Panel2","WD",1,17,32,"17","32","c17r32"
0.0019323109131847,"WD_GenoB10","WD_Panel2","WD",1,17,33,"17","33","c17r33"
0.00255017555604835,"WD_GenoB22","WD_Panel2","WD",1,17,34,"17","34","c17r34"
0.00217261087770976,"WD_GenoB6","WD_Panel2","WD",1,17,35,"17","35","c17r35"
0.00276471450599391,"WD_GenoB15","WD_Panel2","WD",1,17,36,"17","36","c17r36"
0.00293297992820736,"WD_GenoB12","WD_Panel2","WD",1,17,37,"17","37","c17r37"
0.00271826144036952,"WD_GenoB3","WD_Panel2","WD",1,17,38,"17","38","c17r38"
0.00255594014714284,"WD_GenoB27","WD_Panel2","WD",1,17,39,"17","39","c17r39"
0.00218175218063596,"WD_GenoB2","WD_Panel2","WD",1,17,40,"17","40","c17r40"
0.00222923780500108,"WD_GenoB11","WD_Panel2","WD",1,17,41,"17","41","c17r41"
0.00273454460088818,"WD_GenoB13","WD_Panel2","WD",1,17,42,"17","42","c17r42"
0.00162961988904251,"WD_GenoB4","WD_Panel2","WD",1,17,43,"17","43","c17r43"
0.00263716716863626,"WD_GenoB28","WD_Panel2","WD",1,17,44,"17","44","c17r44"
0.00224451749654778,"WD_GenoB16","WD_Panel2","WD",1,17,45,"17","45","c17r45"
0.00264567263003671,"WD_GenoB21","WD_Panel2","WD",1,17,46,"17","46","c17r46"
0.00251855882380334,"WD_GenoB19","WD_Panel2","WD",1,17,47,"17","47","c17r47"
0.00239186226629774,"WD_GenoB30","WD_Panel2","WD",1,17,48,"17","48","c17r48"
0.00129168861295922,"WD_GenoB20","WD_Panel2","WD",1,17,49,"17","49","c17r49"
0.00273561018158881,"WD_GenoB24","WD_Panel2","WD",1,17,50,"17","50","c17r50"
0.00278823491443331,"WD_GenoB26","WD_Panel2","WD",1,17,51,"17","51","c17r51"
0.00275280054382274,"WD_GenoB25","WD_Panel2","WD",1,17,52,"17","52","c17r52"
0.002204250467554,"WD_GenoB29","WD_Panel2","WD",1,17,53,"17","53","c17r53"
0.00331833231953367,"WD_GenoB5","WD_Panel2","WD",1,17,54,"17","54","c17r54"
0.00262697827891829,"WD_GenoB14","WD_Panel2","WD",1,17,55,"17","55","c17r55"
0.00229545619714644,"WD_GenoB18","WD_Panel2","WD",1,17,56,"17","56","c17r56"
0.00250704110461308,"WD_GenoB23","WD_Panel2","WD",1,17,57,"17","57","c17r57"
0.00296738406654007,"WD_GenoB8","WD_Panel2","WD",1,17,58,"17","58","c17r58"
0.00265424264786696,"WD_GenoB17","WD_Panel2","WD",1,17,59,"17","59","c17r59"
0.00256995394757442,"WD_GenoB1","WD_Panel2","WD",1,17,60,"17","60","c17r60"
0.00193687678968696,"WW_GenoA5","WW_Panel1","WW",1,18,1,"18","1","c18r1"
0.00313722455004775,"WW_GenoA23","WW_Panel1","WW",1,18,2,"18","2","c18r2"
0.00277506834677144,"WW_GenoA60","WW_Panel1","WW",1,18,3,"18","3","c18r3"
0.0021518175919053,"WW_GenoA37","WW_Panel1","WW",1,18,4,"18","4","c18r4"
0.0028209565658352,"WW_GenoA53","WW_Panel1","WW",1,18,5,"18","5","c18r5"
0.00220317606288599,"WW_GenoA45","WW_Panel1","WW",1,18,6,"18","6","c18r6"
0.00294456629046814,"WW_GenoA3","WW_Panel1","WW",1,18,7,"18","7","c18r7"
0.00304752135350401,"WW_GenoA44","WW_Panel1","WW",1,18,8,"18","8","c18r8"
0.00271605079406679,"WW_GenoA18","WW_Panel1","WW",1,18,10,"18","10","c18r10"
0.00336577285737173,"WW_GenoA2","WW_Panel1","WW",1,18,12,"18","12","c18r12"
0.00277334472053578,"WW_GenoA30","WW_Panel1","WW",1,18,13,"18","13","c18r13"
0.00234628254275634,"WW_GenoA54","WW_Panel1","WW",1,18,14,"18","14","c18r14"
0.00270312392544145,"WW_GenoA22","WW_Panel1","WW",1,18,15,"18","15","c18r15"
0.00283061230648863,"WW_GenoA58","WW_Panel1","WW",1,18,16,"18","16","c18r16"
0.00279588291401199,"WW_GenoA46","WW_Panel1","WW",1,18,17,"18","17","c18r17"
0.00331252114308108,"WW_GenoA56","WW_Panel1","WW",1,18,18,"18","18","c18r18"
0.00300609990019552,"WW_GenoA6","WW_Panel1","WW",1,18,19,"18","19","c18r19"
0.00279685467949067,"WW_GenoA47","WW_Panel1","WW",1,18,20,"18","20","c18r20"
0.00223566145254274,"WW_GenoA35","WW_Panel1","WW",1,18,21,"18","21","c18r21"
0.00280061772310458,"WW_GenoA8","WW_Panel1","WW",1,18,22,"18","22","c18r22"
0.00254210148115632,"WW_GenoA14","WW_Panel1","WW",1,18,23,"18","23","c18r23"
0.00210255512087529,"WW_GenoA38","WW_Panel1","WW",1,18,24,"18","24","c18r24"
0.00206001689810572,"WW_GenoA41","WW_Panel1","WW",1,18,25,"18","25","c18r25"
0.00230302650293174,"WW_GenoA32","WW_Panel1","WW",1,18,26,"18","26","c18r26"
0.00302913319346804,"WW_GenoA33","WW_Panel1","WW",1,18,27,"18","27","c18r27"
0.00282730260588554,"WW_GenoA24","WW_Panel1","WW",1,18,28,"18","28","c18r28"
0.00187080770537333,"WW_GenoA39","WW_Panel1","WW",1,18,29,"18","29","c18r29"
0.00303674470810644,"WW_GenoA9","WW_Panel1","WW",1,18,30,"18","30","c18r30"
0.00302750970453732,"WW_GenoA1","WW_Panel1","WW",1,18,31,"18","31","c18r31"
0.00274081716016101,"WW_GenoA28","WW_Panel1","WW",1,18,32,"18","32","c18r32"
0.00216575426358562,"WW_GenoA40","WW_Panel1","WW",1,18,33,"18","33","c18r33"
0.00379407618217406,"WW_GenoA31","WW_Panel1","WW",1,18,34,"18","34","c18r34"
0.00270340596070059,"WW_GenoA43","WW_Panel1","WW",1,18,35,"18","35","c18r35"
0.00150984051702545,"WW_GenoA27","WW_Panel1","WW",1,18,36,"18","36","c18r36"
0.00171797634966435,"WW_GenoA4","WW_Panel1","WW",1,18,37,"18","37","c18r37"
0.0025738971775344,"WW_GenoA42","WW_Panel1","WW",1,18,38,"18","38","c18r38"
0.00284269121173416,"WW_GenoA50","WW_Panel1","WW",1,18,39,"18","39","c18r39"
0.00273479028310616,"WW_GenoA7","WW_Panel1","WW",1,18,40,"18","40","c18r40"
0.00214679403406858,"WW_GenoA20","WW_Panel1","WW",1,18,41,"18","41","c18r41"
0.00372369409349814,"WW_GenoA19","WW_Panel1","WW",1,18,42,"18","42","c18r42"
0.00282681936915086,"WW_GenoA25","WW_Panel1","WW",1,18,43,"18","43","c18r43"
0.00307317474585262,"WW_GenoA21","WW_Panel1","WW",1,18,44,"18","44","c18r44"
0.00322037471656328,"WW_GenoA13","WW_Panel1","WW",1,18,45,"18","45","c18r45"
0.00330329661521535,"WW_GenoA15","WW_Panel1","WW",1,18,46,"18","46","c18r46"
0.00223288815365766,"WW_GenoA55","WW_Panel1","WW",1,18,48,"18","48","c18r48"
0.00314812563763175,"WW_GenoA59","WW_Panel1","WW",1,18,50,"18","50","c18r50"
0.00233460919035781,"WW_GenoA10","WW_Panel1","WW",1,18,51,"18","51","c18r51"
0.00246079623363413,"WW_GenoA16","WW_Panel1","WW",1,18,52,"18","52","c18r52"
0.0022100171729266,"WW_GenoA29","WW_Panel1","WW",1,18,53,"18","53","c18r53"
0.00302046823533493,"WW_GenoA52","WW_Panel1","WW",1,18,54,"18","54","c18r54"
0.00319294837722024,"WW_GenoA48","WW_Panel1","WW",1,18,55,"18","55","c18r55"
0.00383058713698039,"WW_GenoA26","WW_Panel1","WW",1,18,56,"18","56","c18r56"
0.00148946791997461,"WW_GenoA57","WW_Panel1","WW",1,18,57,"18","57","c18r57"
0.00123178095717593,"WW_GenoA36","WW_Panel1","WW",1,18,58,"18","58","c18r58"
0.00294079086219728,"WW_GenoA34","WW_Panel1","WW",1,18,59,"18","59","c18r59"
0.00260920932980827,"WW_GenoA12","WW_Panel1","WW",1,18,60,"18","60","c18r60"
0.00134278787889361,"WW_GenoA4","WW_Panel1","WW",1,19,1,"19","1","c19r1"
0.0032533876570728,"WW_GenoA18","WW_Panel1","WW",1,19,2,"19","2","c19r2"
0.00275534837229523,"WW_GenoA35","WW_Panel1","WW",1,19,4,"19","4","c19r4"
0.00232534572841221,"WW_GenoA55","WW_Panel1","WW",1,19,6,"19","6","c19r6"
0.00295386171334593,"WW_GenoA1","WW_Panel1","WW",1,19,7,"19","7","c19r7"
0.00302430848497387,"WW_GenoA49","WW_Panel1","WW",1,19,8,"19","8","c19r8"
0.00364225920812296,"WW_GenoA7","WW_Panel1","WW",1,19,9,"19","9","c19r9"
0.00310220913322606,"WW_GenoA6","WW_Panel1","WW",1,19,10,"19","10","c19r10"
0.00183643654157366,"WW_GenoA37","WW_Panel1","WW",1,19,11,"19","11","c19r11"
0.00265168077687437,"WW_GenoA24","WW_Panel1","WW",1,19,12,"19","12","c19r12"
0.0027128927048164,"WW_GenoA41","WW_Panel1","WW",1,19,13,"19","13","c19r13"
0.00273234942413829,"WW_GenoA15","WW_Panel1","WW",1,19,14,"19","14","c19r14"
0.00223736884271525,"WW_GenoA5","WW_Panel1","WW",1,19,15,"19","15","c19r15"
0.00215240131335045,"WW_GenoA43","WW_Panel1","WW",1,19,16,"19","16","c19r16"
0.00164325863939225,"WW_GenoA29","WW_Panel1","WW",1,19,17,"19","17","c19r17"
0.00273697982135347,"WW_GenoA42","WW_Panel1","WW",1,19,18,"19","18","c19r18"
0.00294120269862409,"WW_GenoA26","WW_Panel1","WW",1,19,19,"19","19","c19r19"
0.00336848761829649,"WW_GenoA48","WW_Panel1","WW",1,19,20,"19","20","c19r20"
0.00223724493844511,"WW_GenoA34","WW_Panel1","WW",1,19,21,"19","21","c19r21"
0.00356034961002964,"WW_GenoA56","WW_Panel1","WW",1,19,22,"19","22","c19r22"
0.00238544837472521,"WW_GenoA52","WW_Panel1","WW",1,19,23,"19","23","c19r23"
0.00297862390412627,"WW_GenoA13","WW_Panel1","WW",1,19,24,"19","24","c19r24"
0.00343976604085853,"WW_GenoA21","WW_Panel1","WW",1,19,25,"19","25","c19r25"
0.00130813696597681,"WW_GenoA27","WW_Panel1","WW",1,19,26,"19","26","c19r26"
0.0021645872979986,"WW_GenoA11","WW_Panel1","WW",1,19,27,"19","27","c19r27"
0.00458738200457495,"WW_GenoA31","WW_Panel1","WW",1,19,28,"19","28","c19r28"
0.00289688447803413,"WW_GenoA14","WW_Panel1","WW",1,19,29,"19","29","c19r29"
0.00312654443388448,"WW_GenoA2","WW_Panel1","WW",1,19,30,"19","30","c19r30"
0.00198155231710403,"WW_GenoA39","WW_Panel1","WW",1,19,31,"19","31","c19r31"
0.00266646588060067,"WW_GenoA53","WW_Panel1","WW",1,19,32,"19","32","c19r32"
0.00282299212895879,"WW_GenoA59","WW_Panel1","WW",1,19,33,"19","33","c19r33"
0.0023517905471847,"WW_GenoA20","WW_Panel1","WW",1,19,34,"19","34","c19r34"
0.00340920915974975,"WW_GenoA51","WW_Panel1","WW",1,19,35,"19","35","c19r35"
0.00293654429999653,"WW_GenoA47","WW_Panel1","WW",1,19,36,"19","36","c19r36"
0.00197707598423858,"WW_GenoA17","WW_Panel1","WW",1,19,37,"19","37","c19r37"
0.00263292743704647,"WW_GenoA38","WW_Panel1","WW",1,19,38,"19","38","c19r38"
0.00347842424187921,"WW_GenoA32","WW_Panel1","WW",1,19,39,"19","39","c19r39"
0.00328565755295545,"WW_GenoA16","WW_Panel1","WW",1,19,40,"19","40","c19r40"
0.00259719854627096,"WW_GenoA30","WW_Panel1","WW",1,19,41,"19","41","c19r41"
0.00214753800702008,"WW_GenoA40","WW_Panel1","WW",1,19,42,"19","42","c19r42"
0.00211662302604425,"WW_GenoA22","WW_Panel1","WW",1,19,43,"19","43","c19r43"
0.00280986939196493,"WW_GenoA9","WW_Panel1","WW",1,19,44,"19","44","c19r44"
0.00217794881018938,"WW_GenoA54","WW_Panel1","WW",1,19,45,"19","45","c19r45"
0.00167275879116818,"WW_GenoA57","WW_Panel1","WW",1,19,46,"19","46","c19r46"
0.00131340666885696,"WW_GenoA36","WW_Panel1","WW",1,19,47,"19","47","c19r47"
0.00261466540787311,"WW_GenoA60","WW_Panel1","WW",1,19,48,"19","48","c19r48"
0.00239266769113899,"WW_GenoA28","WW_Panel1","WW",1,19,49,"19","49","c19r49"
0.00245365065839396,"WW_GenoA8","WW_Panel1","WW",1,19,50,"19","50","c19r50"
0.00329179637286541,"WW_GenoA19","WW_Panel1","WW",1,19,51,"19","51","c19r51"
0.00256789835940306,"WW_GenoA12","WW_Panel1","WW",1,19,52,"19","52","c19r52"
0.00296717662593662,"WW_GenoA10","WW_Panel1","WW",1,19,53,"19","53","c19r53"
0.00254605130579699,"WW_GenoA46","WW_Panel1","WW",1,19,54,"19","54","c19r54"
0.0029761317181892,"WW_GenoA58","WW_Panel1","WW",1,19,55,"19","55","c19r55"
0.0026892860063454,"WW_GenoA44","WW_Panel1","WW",1,19,56,"19","56","c19r56"
0.00286158144324767,"WW_GenoA50","WW_Panel1","WW",1,19,57,"19","57","c19r57"
0.00129195754774491,"WW_GenoA25","WW_Panel1","WW",1,19,58,"19","58","c19r58"
0.00292484834102812,"WW_GenoA3","WW_Panel1","WW",1,19,59,"19","59","c19r59"
0.00254156830123226,"WW_GenoA45","WW_Panel1","WW",1,19,60,"19","60","c19r60"
0.00246990209320297,"WD_GenoA41","WD_Panel1","WD",1,20,1,"20","1","c20r1"
0.00254502210640386,"WD_GenoA22","WD_Panel1","WD",1,20,2,"20","2","c20r2"
0.00274751200378735,"WD_GenoA60","WD_Panel1","WD",1,20,3,"20","3","c20r3"
0.00316208240139999,"WD_GenoA9","WD_Panel1","WD",1,20,4,"20","4","c20r4"
0.00292369317931681,"WD_GenoA33","WD_Panel1","WD",1,20,5,"20","5","c20r5"
0.00313969356717342,"WD_GenoA44","WD_Panel1","WD",1,20,6,"20","6","c20r6"
0.0017661160455317,"WD_GenoA4","WD_Panel1","WD",1,20,7,"20","7","c20r7"
0.00313446960668974,"WD_GenoA15","WD_Panel1","WD",1,20,8,"20","8","c20r8"
